peak,vmin,vmax
1097.475868,9.999999912720262e-05,0.0006002179622030148
1098.564273,0.00010000000103786643,0.0005522612338336806
1099.492210,0.00010000000585481112,0.0014305188358457576
1099.512543,0.000100000000176395,0.0005294884879124826
1100.496280,0.00010000000227189977,0.0008296365694848609
1101.527540,0.00010000001038304474,0.001570671048620927
1101.550917,9.999999883123031e-05,0.0005593174846737247
1103.526387,0.0001000000004199099,0.0005002475530598839
1104.695858,0.00010000011388059821,0.0007450017946477158
1105.014324,9.999999965124014e-05,0.0005189066544661219
1106.010172,9.999999884412364e-05,0.0004605634712204026
1108.312750,0.00010000000017682007,0.00044978880229559423
1113.449441,9.999999941094809e-05,0.00047950060431582
1118.535620,9.999999939034465e-05,0.0005526490473141995
1121.018698,0.00010000000388243604,0.0004714747085741816
1121.499829,9.999999981627257e-05,0.0005902276525004737
1122.021372,0.0001000000003048986,0.0004942844127750792
1124.990029,0.00010000000886385414,0.0006484763359432348
1128.095090,6.81648292286985e-05,0.00011074020951530239
1131.691507,0.00010000000096935482,0.0005661012926850763
1135.510410,9.999999982707922e-05,0.0005321359239376149
1138.597323,0.00010000000016260176,0.000724775990996366
1140.985036,9.999999877011973e-05,0.0006907628800041011
1143.001197,0.00010000183839571981,0.0009169604963651295
1145.021630,4.4270575320291713e-05,0.0001806851428999581
1145.102251,9.676769801657147e-05,0.0003992737767149212
1151.479443,9.999999951704952e-05,0.0006807602907954334
1154.425458,9.99999997533867e-05,0.000570134561634972
1172.057836,9.99999993342228e-05,0.00046170895497600655
1178.672486,9.999999997790257e-05,0.0005618854965231677
1182.049220,0.00010000000040623123,0.0002812278218654883
1184.061362,9.890858611077605e-05,0.0002651501847629617
1184.486618,9.999999928648338e-05,0.0005908028784248964
1195.619676,0.00010000000037552992,0.0005036385839009347
1196.519687,9.999999942195014e-05,0.0005568094439352073
401.117359,9.831012971155756e-05,0.00011141164679986076
401.153621,9.962077891756325e-05,0.00011434363991968553
403.111127,0.00010000081865348663,0.0004561079678441333
403.132965,9.942118328000553e-05,0.0001273154130089402
405.111824,0.00010000004564414893,0.0001499172392161944
408.008249,0.00010000344488684798,0.003609060532722851
408.164371,0.00010000000083091036,0.0005389493275016955
409.122400,0.00010000008051761675,0.00017351478641267586
409.158296,0.00010000007412653037,0.00032891058273865076
411.116892,0.00010002652120789505,0.0006458208184430972
411.138007,0.00010000043277423162,0.00019907635415519843
412.321092,0.00010000005918474228,0.0012749775622037157
413.117308,9.918526122986943e-05,0.00010983736239624203
413.132521,0.00010003276313784767,0.000745728197127186
413.153661,0.00010000009822600086,0.00014581096470468315
414.336667,0.00010000071693964354,0.007835185297277655
415.132900,9.987863934989884e-05,0.00012786469790910374
415.221987,0.00010000000079942853,0.000500144752233139
415.339978,0.0001000001714708578,0.0016379727530299202
417.112067,0.00010000000628340413,0.00013555343530210028
420.200765,0.00010000000081887714,0.0005087379826739072
422.109087,0.00010001047700705449,0.00027376466634124457
422.179985,0.00010000000065048225,0.0005774439230924234
423.174889,9.999999976177412e-05,0.0004521807728675928
425.089218,0.00010000000011052216,0.0004583166134983785
425.154227,0.00010000020887284729,0.0002467060739468539
426.357733,0.00010000000523499898,0.000503860616523561
427.133035,0.00010000000503535387,0.0005788406741178355
428.155980,0.00010000036683618886,0.00033894191446647026
428.977394,0.00010000000791729798,0.0003727912162479385
430.167198,0.00010000005395566543,0.00023214994723339916
432.164464,0.00010000000013988251,0.0004913600330690025
433.158805,0.00010000004832315157,0.00034684456391245977
434.180086,0.00010000000159333499,0.0006058322189321541
435.175010,9.999999940684221e-05,0.0004841815870581919
436.195762,9.999999921414836e-05,0.0005966042410073547
437.154161,0.00010000000050409605,0.00043703712780535173
438.174945,0.00010000000063108248,0.0005113207586683206
440.947579,0.00010000011348828881,0.0008863425888656177
441.237725,0.00010000000074423534,0.0005101212746487924
442.167215,0.00010000006856019855,0.00030104855703941486
443.253305,9.999999936964459e-05,0.0005028935052969788
445.158889,0.00010000052687962034,0.0003691466531734066
446.180136,0.00010000000072391843,0.000529852699734815
447.175042,9.999999957066477e-05,0.0004037924002260384
448.014805,0.00010000031572367267,0.00042596690670191776
448.195749,0.00010000000169143874,0.0006226614752928236
449.154200,9.999999949991159e-05,0.000453015176761491
449.190798,9.999999888119709e-05,0.0005610531144738665
449.289782,0.00010000000017855611,0.00042800974816370615
450.174955,9.999999999902275e-05,0.0005122724079073957
450.211350,9.999999906912463e-05,0.0005785868012473564
451.169981,0.00010000000004594787,0.0005116187312258037
451.206560,0.00010000000069875084,0.0005776957509710548
452.155941,0.00010000027951799553,0.00035079743201287553
453.167636,0.00010000078545862577,0.0016904101622064469
453.177924,0.00010000036557318386,0.002336492452303892
454.171140,0.00010000007350373583,0.0005324587332741
454.181267,9.999999876116618e-05,0.0006786583566223776
455.143104,0.0001000005334017155,0.0003873909181333268
456.105441,0.00010000000705544065,0.0003239309269214954
457.064392,0.00010000000157097598,0.0006276353290005415
457.158756,0.00010000122224975715,0.00022927042130604187
457.211426,0.00010000000038565871,0.0005811600039028968
457.211798,0.00010000000038120253,0.0006022804761998137
459.116906,0.00010000968059985937,0.0004707811745197807
459.174700,0.0001000000003685856,0.0003825729636704499
459.227261,9.999999903809025e-05,0.0005401149196278397
459.248227,0.00010000003160681683,0.0005380643742735257
459.308350,0.00010004599323645235,0.0021653100922456175
460.195767,9.999999946170784e-05,0.00051724280112761
460.258934,0.00010000000032231649,0.00040634148265197205
461.132577,0.00010001310611906359,0.0006126568040738228
461.190736,0.00010000000068822593,0.0005029517440720063
462.211357,9.999999878388152e-05,0.0005816630514980933
462.222641,0.00010003625496554147,0.0013066902763366893
463.006335,0.00010000006381208985,0.0002646295009280661
463.169952,9.999999913809541e-05,0.0005148482750359167
463.206574,9.999999935967443e-05,0.0005812436972417761
464.190706,0.00010000000003260122,0.0005144651560460775
464.227261,0.00010000000095748698,0.0005602639762410532
465.022010,9.99999050946947e-05,0.000918620803300175
465.185770,9.999999980048271e-05,0.0005425415392218304
465.258659,0.0001000248563120562,0.00035380574259704885
466.206305,9.999999908296653e-05,0.0005581379337755075
469.152013,9.999995777075709e-05,0.010390585853662806
470.155254,0.00010000000703889798,0.0016376693952693951
471.047717,0.00010000010871396835,0.00024619706179634
471.151632,0.00010000003621347638,0.0009181669624417675
472.246133,0.00010000218097071103,0.0006875684168815722
473.063486,0.0001000000811143161,0.000252530288025959
473.302838,0.00010000021681911337,0.001992218298675957
473.323976,0.00010000228824708562,0.0004781096100239622
475.169967,0.00010000000047862932,0.0004799425179131092
475.206534,9.999999979985388e-05,0.0005137944907217227
475.222207,0.0001000000005025588,0.0006901390635314694
475.305487,0.00010000054370137941,0.0006167453946863904
476.226361,9.999999929360816e-05,0.0005198758804492661
476.313598,0.00010000000040628985,0.0004314935110216639
476.980901,0.00010000000093888515,0.0004154129028244131
477.164185,0.00010001125336629358,0.0005008730176098439
477.185709,0.00010000000144060845,0.0005837929459251605
478.242712,0.0001000000002622417,0.0005278303898169952
478.329239,0.0010444923599717602,0.007984365174352945
479.172578,9.999999946463047e-05,0.0006475350886672849
479.179811,0.00010000162827299402,0.0004296502811456658
479.193618,0.0001000000023609965,0.0013296856922476378
479.201448,9.999999845169089e-05,0.0006585094475764696
479.332584,0.00010000009857464693,0.0019694886391360155
480.196866,9.999999944446687e-05,0.000565099227831325
480.344900,0.00010000000019861633,0.0006300257121306167
480.921306,0.00010000002164747985,0.0008865224716030414
481.158909,0.00010000035771453856,0.0003575187897930811
481.209214,0.00010000006345465111,0.0020914369491794255
481.232623,0.00010000026721570047,0.0005171115505637913
482.212512,0.00010000000135771351,0.000732901894783169
484.324540,0.00010000000995650394,0.000569765260449249
484.946653,0.00010000001352018704,0.0009130590390669391
484.967250,0.00010000066486496165,0.0010835927292952192
485.132663,0.0001000137692398708,0.0005382730085626986
487.148236,0.00010000915029886733,0.0005973768393021645
487.162464,0.00010000000059743828,0.00043634676723826175
488.151045,0.00010000034805882931,0.0004095435064517486
489.163950,0.00010001158149966628,0.0005689387575155783
489.222252,0.0001000000008378506,0.0005291653617326693
489.318944,0.00010000340783505833,0.0010796864457531068
489.380068,9.999999971408196e-05,0.00041919655657326105
491.179690,0.00010000207903473,0.00046637608728811343
491.201459,0.00010000000024211878,0.0006242671067360337
491.237847,9.999999873030339e-05,0.0006058939967917885
492.189914,0.00010003228137703893,0.00035221750359848495
492.196783,0.00010000000029272985,0.0005437746867175184
492.248728,0.00010000000172766913,0.0006637077140991896
493.158818,0.00010000012494207302,0.0003429960981502314
493.180775,9.999999970495948e-05,0.0004906849329538328
493.217180,0.00010000000147311809,0.0006071034064375367
493.252953,0.0001000000005448542,0.00048298457007356273
495.064686,0.00010000007632896742,0.00031634025142662303
495.167513,0.00010000002103617849,0.004924453670769033
496.135137,0.000100000060685729,0.0003802145197297658
496.339878,0.00010000002892086428,0.0024759232538075935
497.165709,9.999999900897132e-05,0.0006465819700356108
498.186489,0.00010000001576870555,0.001825920214499769
499.150666,0.0001000222437938841,0.00040527013586090223
499.181384,0.00010000000553838582,0.0010332288745769683
499.186376,0.00010000000086935055,0.000665669567067183
500.298449,0.00010000003764783479,0.0007175434995918072
500.920363,0.00010000028704239513,0.0015275842827395228
501.058291,0.00010000014508065255,0.0003642094029168381
501.178093,9.999999969497688e-05,0.0005609084457777417
501.209884,0.0001000009293613432,0.0003113021746095568
501.237836,0.0001000000007335502,0.00043003428938184415
503.195950,9.999999982430134e-05,0.0004422401057266337
503.253464,9.99999997985996e-05,0.0004131172213904746
503.293823,0.00010000002893002745,0.0006376604710105684
503.334582,0.00010015563465487811,0.002439252529926049
504.344854,9.999999626521506e-05,0.002861624872720622
505.253458,9.999999954895503e-05,0.0005384284661627405
505.340773,0.00010000011523049079,0.0005200732999073905
505.348351,0.00010000003693584744,0.0007761242461236626
505.367623,0.00010000015020315011,0.0019120868530307885
506.248895,0.00010001160770986809,0.0013189095901084858
506.360583,0.00010000003218897214,0.001890857836975464
507.174498,0.00010000004306378982,0.00033367030253636526
507.196427,9.999999991169793e-05,0.000529372383117169
507.232789,9.9999998398238e-05,0.000639125780679797
507.363879,0.00010000001261855029,0.0006175355828109344
508.228114,0.00010000000052198628,0.0005533988895374045
509.212078,0.00010000000060624156,0.0005358328288569672
511.227735,0.00010000000761776902,0.0007146655683841144
512.223007,0.00010000000027811362,0.0004649568585831528
513.178133,9.999999783792018e-05,0.0008477739673799079
515.193804,0.0001000000003827533,0.0005335130802674174
516.248730,0.00010000000039272648,0.00026227931358554113
516.285576,0.00010000000791031458,0.0013768525717335442
517.053321,0.00010000009771246768,0.00025385797194714963
517.151909,0.0001000000021765824,0.0013475626640443202
517.288547,9.99999992608914e-05,0.0005017887306443449
518.212553,0.00010000000021521727,0.0005524699551863546
518.264437,0.00010002899137422407,0.005131959299487659
519.232854,9.999999940615015e-05,0.0006265501078368999
519.267892,0.00010000454883527505,0.0014927652823184298
520.191853,9.999999998864349e-05,0.0005028616828024526
520.228168,9.999999933969521e-05,0.0006069138332802366
520.262651,0.00010000000371759172,0.0006280040665692071
520.280074,9.999999860099937e-05,0.0007358943662570985
521.206614,9.999999947069176e-05,0.0004938761548901869
521.248504,9.999999889009664e-05,0.0005823595492139699
521.289836,0.00010000001831967625,0.0003956175576327329
522.243823,9.999999921194691e-05,0.0005831280885406448
523.198803,0.00010000000702789415,0.0007020811670061332
523.227757,9.999999900893882e-05,0.000558396630985965
523.358866,0.00010000000535201755,0.0005100021880377106
526.329258,0.00010000074638838918,0.0008029383333836786
527.070494,0.00010000109054793533,0.0025751187959032235
527.296201,9.999999823598522e-05,0.0009490035897487228
527.332603,0.00010000000057749086,0.000398224931161599
528.293433,9.999999958333713e-05,0.0006620008746367019
528.974286,0.00010003716789708582,0.0007593190107618288
529.217189,9.999999924147619e-05,0.0004961327588964567
529.232715,9.999999717763006e-05,0.0009586402824775824
530.204654,9.999999848523899e-05,0.000842487886012513
530.935791,9.99999998341747e-05,0.0003900973758919032
531.232585,0.00010000000025684833,0.0005359152629908055
531.532959,0.0001000000002552551,0.000463935943110495
532.228202,9.999999868432755e-05,0.0005950300038695012
532.376231,0.00010000000624714957,0.0005504222614515772
533.078547,0.00010000006518023421,0.0005083739589782464
533.212126,0.00010000000016431524,0.0005257621067714176
533.248529,0.00010000000036102366,0.000594395842797312
533.345187,0.00010002207800426445,0.0011984455967231728
534.207425,0.00010000000064243748,0.0005511453312296183
534.243794,9.999999882376837e-05,0.0006126241998797603
534.295716,0.0005402640461903661,0.004574257961098514
534.348359,0.00010000018408540938,0.0004888793643910328
535.264173,0.00010000000011094708,0.0005657863699711132
535.299071,0.00010000001358403305,0.001260356800729561
536.223035,0.00010000000096724877,0.0005777221887890303
536.259469,0.00010000000085063504,0.0006188562488342415
536.293907,0.00010000000212059875,0.000477344117164027
537.243440,0.0001000000011758032,0.0005530120157066681
540.125011,0.00010000086855441888,0.00041900165113993186
540.225526,0.00010000000119658248,0.0006370057772026211
540.248890,0.00010000005450998766,0.003005356518414527
541.128350,0.00010000000294035174,0.00026424574067568054
541.151901,0.00010000005820766179,0.002374051960946303
541.173078,0.00010000000033019036,0.0005008929918534564
541.238375,0.00010000602662458965,0.0011748308574930186
541.252308,0.00010000015717513635,0.0009718402512520222
542.248237,0.00010000000037503397,0.0004657260851789882
542.264446,0.0001000002756519868,0.0006291914485685416
542.300790,0.00010000000088724415,0.0005967611922900627
543.150012,0.00010000000053719314,0.00046676940744687926
543.248559,0.00010000000117812383,0.0007295520939850632
544.228304,0.00010000000062177988,0.0005250749636206423
545.071818,9.998257778205302e-05,0.0009820769979644788
545.183234,9.999999943942043e-05,0.0004939737838786321
545.248362,9.999999907924134e-05,0.0005279413806955408
546.207447,0.00010000000077175467,0.0005244370032349066
546.243940,9.999999932369095e-05,0.0005471260950690421
546.259122,0.00010000016186089641,0.0007279750040398638
546.295721,0.00010005732128958665,0.0024827906940171687
546.353132,0.00010000006870192457,0.0005277789981367456
546.524551,0.00010000000300533745,0.001041002694880916
547.078725,0.00010000304950565287,0.00030843993137874917
547.263436,9.999999950335985e-05,0.0006151966308615072
547.263605,0.00010000000001830599,0.0005629715121772741
547.299167,0.00010000238166954717,0.0009837976516273524
547.527852,9.999999915060558e-05,0.0007286585176988476
548.223158,0.00010000000129362273,0.0005896843184780088
548.294253,9.999999995366169e-05,0.0004441020953302943
548.311355,0.00010000006424178127,0.0005834983955824635
548.364188,0.00010001616022480052,0.0011043244919571257
548.540189,0.00010000031219158136,0.005369734875181229
549.243485,9.999999977157427e-05,0.000530786517251095
549.278422,0.00010000032618045885,0.0008124256102853329
549.543530,0.00010000005343608896,0.0017695189760402576
550.275136,0.00010000000079038457,0.0005800264942505839
550.329269,0.0001000006148466762,0.0006883689232743573
550.350429,0.00010000000032085171,0.0005295664120784759
551.259075,0.00010000000063809856,0.0005204434294930973
551.503471,0.00010000028011523342,0.003256610803973815
552.506817,0.00010000005805288203,0.0011891908856658056
554.309068,0.00010000000492294227,0.0005535852930643927
555.188567,0.00010000000008440937,0.0005282612597791585
555.232691,9.999999906153106e-05,0.0005251965415086164
557.163545,0.00010005463320718021,0.0015367816083741571
557.223514,0.00010000265172344474,0.0019387800656384376
557.248316,0.00010000000068199286,0.000484232947119403
557.263993,0.00010000000175389279,0.0007730062978117203
558.218352,0.00010000012714608558,0.0011960499301658393
558.235904,0.00010000000187634826,0.0007874590793995245
558.295609,0.00010000002435232713,0.0005460924320683358
559.238966,9.999999934316942e-05,0.0005682530301117944
559.263945,0.00010000000069890342,0.0004971408761248168
559.939862,0.0001000000035022152,0.00046280434100484663
560.311275,0.00010000000817990695,0.001961968166082927
561.279637,0.0001000000002644053,0.0005198853382513023
561.314673,0.00010000000875693183,0.0007480880187126247
561.524114,0.00010000001215747905,0.0007546543766191598
562.230700,0.00010000031902755305,0.0013587532991903915
562.238493,9.99999998147426e-05,0.000593514821749369
562.309499,0.00010000000049589941,0.00039995846868822073
562.326910,0.00010000004903985737,0.001270678360341447
563.233943,9.999999955659655e-05,0.0006941258639470075
563.265330,0.00010002079220749665,0.0010233440492712336
563.330309,0.00010000000199928778,0.0005577430162665556
564.248635,9.99999942283602e-05,0.006777682672639502
564.290577,9.99999991303045e-05,0.0005590293091316234
564.534981,9.999999914935272e-05,0.0007267401720872885
565.026343,0.00010000047724155692,0.0020534039338912288
565.053254,0.00010000005180504844,0.0002578417990996488
565.252016,0.0001000000381128271,0.001972811381699986
566.246820,0.00010000000304744315,0.0006490255802097322
566.264258,0.00010000000111791599,0.0005887528482303157
567.267774,0.00010000000041860728,0.0004306837990631114
568.279922,0.00010000044964938767,0.002055402917140631
569.204199,0.00010000000073496027,0.0005903382026847543
569.247891,9.999999924949963e-05,0.000492158060075976
569.283315,0.00010000002659715424,0.0007082744441974045
571.279698,9.999999841574524e-05,0.000791883796892023
572.332286,0.00010000000497894742,0.0005120390729388154
573.952675,0.00010000001064842094,0.0007432973966009834
574.238628,0.00010000000086456594,0.0005740322426187473
574.290425,9.999999953275874e-05,0.0005120561499162652
574.326876,0.00010000006533461019,0.0006011347969724941
575.148571,9.999999941535256e-05,0.00043343609341946047
575.294691,0.00010000000011636905,0.0005250706334828686
575.503374,0.00010000000116995152,0.0005897895204070729
576.254274,9.999999900589308e-05,0.0006736389465405457
576.290610,0.00010000000094402131,0.0005661498007659786
576.306180,9.999999974713764e-05,0.0005797780828554145
576.571403,0.00010000000134524312,0.0006830849438475394
577.053150,0.00010000002090777735,0.00023272927477523201
577.371115,0.00010001344576407374,0.0011666194299956242
577.519015,9.999998252532942e-05,0.0044293648569229665
578.374633,0.00010000013169750885,0.0005465410177709589
578.381595,9.999999970306836e-05,0.0004886585625280783
578.522346,0.0001000000078857696,0.0016148375189376882
579.207926,0.00010000000428616628,0.0012241600517970122
580.202673,9.999999870597495e-05,0.0007349396030308258
580.538036,0.00010000000076838048,0.0005530957578165039
581.027636,0.00010000177537705166,0.0008303738208419805
581.048122,0.00010000021456170802,0.00032296401831600406
581.084525,0.00010000003763929726,0.00027550104776361125
581.204641,0.00010000000018679254,0.0005267517324072771
582.295614,0.0001000030729784078,0.0013257852263917503
583.219943,9.999999956401302e-05,0.0005417421551500642
583.299069,0.00010000013635394305,0.0005322320151698476
585.254759,0.00010000018787820847,0.0010884029570194143
585.295302,0.00010000000148947371,0.000866725379262223
586.249666,0.00010000000122530156,0.0006857420006773568
587.233949,0.00010000001044880068,0.0009790864032664906
587.539730,0.00010000001161938711,0.0008996690266118934
588.254264,9.999999930724739e-05,0.0005610796732599627
588.306155,0.00010000000698895749,0.0012523513600813266
589.249432,0.00010000000048045452,0.000568308815988549
589.309677,9.999999942706924e-05,0.0006090728457239392
589.555394,0.00010000006040949647,0.0009869537280920125
590.558772,0.00010000000326825781,0.0005135227528197499
591.068833,0.00010000006501110379,0.0003081877469034815
591.265219,0.00010000000013767734,0.0006456802972955616
591.386857,0.0001001055723715442,0.002793161171787561
592.243525,0.00010000000084152534,0.0010915123817977878
592.390305,0.00010001690310347674,0.001197921108097924
593.245111,0.00010000000063883273,0.0004744435525837639
595.011029,0.00010000000050743756,0.00041186159643356017
595.219899,0.00010000000051893307,0.000518799629413856
597.235567,0.00010000000063532815,0.000555143477343403
597.295285,9.999999936811692e-05,0.00046968563674872207
600.506709,9.999999877821973e-05,0.0006069073719425266
601.947610,0.00010000002815785682,0.0007410605483437195
602.244803,0.00010000259544648732,0.001173079304001061
602.321794,9.99999976539882e-05,0.0006980911456759785
602.502079,0.00010000001437753762,0.0006558350246756654
602.587020,0.00010000007138576591,0.0013507188167891566
603.143411,0.0001000000006270045,0.00046446819882647167
603.265140,0.00010000000107294485,0.0005980240137615329
603.325306,0.00010000000070067498,0.0005037704969229851
603.505367,0.00010000000054322476,0.00043491862413211194
603.534652,0.0001000000461339531,0.0013623798745000155
604.285629,0.00010000000102808296,0.000615048344484938
604.321555,9.999999921816753e-05,0.0005231728646759121
604.506565,0.00010000000128209968,0.0013145365184889478
604.537992,0.00010000000737826174,0.0006307814680863369
604.602675,0.00010000001828556043,0.0011276079127183942
605.167794,9.999999935052584e-05,0.0005167336939159608
605.205986,0.00010000000058219004,0.00050350077718726
605.280800,0.00010000000077139478,0.0006398037799917815
605.509921,9.999999858047321e-05,0.000815576638413745
606.264747,0.00010000000201572086,0.0005583025058564576
606.295512,0.0001000012503011536,0.0010002090762600425
606.412888,0.00010000000054145888,0.0005289851219761169
606.553625,0.00010000219927843973,0.001318131111734125
607.239177,9.999999852135906e-05,0.0008287451269502322
607.298412,0.00010000000458902944,0.0004950067538825193
607.508404,0.00010000000158149877,0.0007817092860636414
608.233879,0.00010000000055937558,0.0005568907377508757
609.079368,0.00010000028300993495,0.00032717431978955465
609.235603,9.999999959112414e-05,0.0005870064013363086
610.238601,0.00010000000044416125,0.0005191694839027194
611.310828,9.99999993723125e-05,0.0004998707362498343
611.539650,9.999999894711432e-05,0.000633559125654332
612.996926,0.000100000000422689,0.00038259594085581926
613.249598,9.999999964685165e-05,0.0005418945430326103
614.321754,0.00010000000111827055,0.0006467797139115503
615.325161,9.999999929983768e-05,0.0004573878777307454
615.570959,0.00010000001563683589,0.0005353512131090979
616.337405,9.999999955296498e-05,0.0007634180502313147
617.280726,9.99999992365086e-05,0.0005689338967097946
617.340847,9.999999943536037e-05,0.0005080333255186361
617.586684,0.00010000001356174189,0.0005541295059654502
618.301182,9.999999989397361e-05,0.0005978525547924869
618.316790,0.0001000000029113806,0.0005829034883385462
618.337676,9.999999944689177e-05,0.0005645147219708298
618.581933,0.00010000000161129556,0.0008802171332901628
619.260133,9.99999995010806e-05,0.0005570835742714354
619.296399,9.999999880396944e-05,0.0005895371795393861
620.280592,0.00010000000097952803,0.0005416436329734699
620.428550,9.999999973050171e-05,0.0005040161653547424
620.597541,0.00010000194518685307,0.0037804536595823293
621.275621,0.00010000000115366322,0.0006642780879557805
621.397434,0.00010000682627269056,0.0010457343314583703
622.613163,9.999999991914513e-05,0.0007981530830639502
622.999034,0.00010000001887559932,0.0005392419907556934
623.251085,9.999999922247005e-05,0.000542817722671038
623.503285,0.00010000022698657651,0.0019448491498094461
624.506669,0.00010000000441057326,0.000997571779643658
625.518909,0.00010000000093021422,0.0009370647798608143
626.170269,0.0001000001691970502,0.0013593986485792933
627.265158,0.00010000000033498066,0.0005165589835187984
627.342164,9.999999971710745e-05,0.0006287616864468913
628.337437,9.99999997203191e-05,0.0005427958571556909
628.394764,0.00010000000046904516,0.0005067182062897612
628.537947,0.00010000004990577899,0.0021279516755747623
628.602656,0.00010000000469518595,0.0009226796868863264
629.280811,0.00010000000036194452,0.0005327872918573803
629.321481,0.00010000005512822644,0.001967813697925535
629.341810,0.00010000021006055127,0.0006255859023595085
629.521039,0.00010000000077408561,0.0004447587714879836
630.077296,9.986515116897954e-05,0.0002813599614086629
630.199493,9.999999752437722e-05,0.0012351555404544294
630.353061,9.999999955896976e-05,0.000740949544684645
630.618257,0.00010001124024265875,0.004810971066191717
631.183469,0.0001000000001949231,0.0004743312945959928
631.260080,0.00010000000033175604,0.0006261136386625563
631.296370,9.999999983199812e-05,0.0005902139666037653
631.356511,0.00010000000055813017,0.0005083943663843248
631.536750,9.999999965881932e-05,0.0004779414284747598
632.316889,9.999999966320408e-05,0.000551475609332886
632.332315,0.00010000000291662974,0.0006261867854241595
632.355683,0.00010000000134120405,0.0006514855598600726
632.633929,0.00010000036337994485,0.0019130093180442674
633.079241,0.00010000001394634772,0.00029130057089530074
633.275679,9.999999888702532e-05,0.0005966092242655135
633.312129,9.99999996491872e-05,0.0005801091192319447
633.485418,9.999999932985739e-05,0.0005948873319117658
634.584980,0.00010000003601154787,0.000549354418526933
634.613206,0.00010000000714135239,0.0011922804191417267
635.141180,0.00010000015625086074,0.0009914250903659703
635.413086,0.00010009034959039985,0.0023289000322974686
635.539708,0.00010000000032005945,0.000807355203997943
636.314196,0.00010000000156452568,0.0004996738699409257
636.416500,0.00010002247658793959,0.0010966596341877638
636.543069,9.999999973300052e-05,0.0005258354047510427
637.555419,9.999999959378227e-05,0.0004404978357480172
638.306505,0.0001000004882482151,0.0005721134628047843
639.166607,0.00010005096139719632,0.0008188300082228778
640.184733,0.00010000000090479455,0.0005901573284847899
640.623698,0.00010000000056490555,0.0013022843794161108
641.261865,9.999999927496176e-05,0.0005510502508556318
641.357845,9.999999983644061e-05,0.000525251016450861
641.383656,9.999999809079079e-05,0.0006735284445879107
642.353056,0.00010000000067119119,0.0005081338439629329
642.410586,0.00010000010991187152,0.000515514333027455
643.260148,0.00010000000035636623,0.0005606078785726354
644.368678,0.00010000000269911199,0.0007997306571818339
645.275793,9.99999993788328e-05,0.0005489202110921333
645.316416,9.999999855782288e-05,0.0008534577456563523
645.372060,0.00010000000008903837,0.0005098672155046732
646.348038,0.00010000000343668468,0.0004620785444661711
646.613192,0.00010000018960030939,0.0020131830357457414
647.291343,9.999999897477557e-05,0.0005955814402824409
648.628816,0.00010000190258761361,0.004055887725015994
649.306964,0.00010000000030724605,0.0005693182363486338
649.518850,0.00010000000125776519,0.0007551022101940897
650.439267,0.00010000001019003414,0.0022293637934056253
650.522260,9.999999936893192e-05,0.0004971003592507233
650.644457,0.000100000005009313,0.0007805408715065835
651.200983,9.999999938000341e-05,0.000515987416664044
