slice,name,structure
1.0,HexCer,42:2;O2
1.0,HexCer,42:1;O2
1.0,HexCer,40:1;O2
1.0,PC,38:6
1.0,PA,34:1
1.0,SM,36:1;O2
1.0,HexCer,40:2;O2
1.0,PG,40:6
1.0,PC,40:6
1.0,HexCer,36:1:O2
1.0,PE,40:6
1.0,PG,36:0
1.0,HexCer,41:1;O2
1.0,PE,42:9
1.0,PE,38:6
1.0,PC,40:7
1.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
1.0,LPE,22:6
1.0,PA,36:1
1.0,PE,40:7
1.0,PG,37:4
1.0,Cer,42:2;O2
1.0,Cer,40:2;O2
1.0,LPE,22:4
1.0,PA,40:6
1.0,PC,34:2
1.0,PC,40:1
1.0,PS,36:1
1.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
1.0,SM,42:1;O2
1.0,PI,36:4
1.0,SM,38:1;O2
1.0,PC,42:1
1.0,SM,34:1;O2
1.0,PE,40:4
1.0,PA,38:3
1.0,PG,36:2
1.0,PC,30:0
1.0,TG,67:2
1.0,TG,72:9
1.0,LPA,18:1
1.0,LPC,O-16:2
1.0,LPC,16:0
1.0,LPC,O-16:0
1.0,LPC,O-18:2
1.0,LPE,18:1
1.0,LPS,16:0
1.0,LPE,18:0
1.0,LPC,O-18:0
1.0,LPE,20:0
1.0,LPC,18:1
1.0,LPG,20:1
1.0,LPC,18:0
1.0,LPE,22:1
1.0,LPC,20:4
1.0,LPC,20:1
1.0,Cer,36:1;O2
1.0,LPC,22:6
1.0,Cer,40:1;O2
1.0,Cer,41:2;O2
1.0,Cer,40:0;O2
1.0,DG,35:0
1.0,Cer,42:1;O2
1.0,PA,32:1
1.0,PA,32:0
1.0,SM,31:1;O2
1.0,PE,O-34:2
1.0,PC_PE,31:0_34:0
1.0,PA_PA,36:1_38:4
1.0,PE,32:2
1.0,HexCer,36:2;O2
1.0,PC,32:1
1.0,PC,32:0
1.0,PA,36:4
1.0,PA,36:2
1.0,PC_PE_PE,31:0_34:0_36:3
1.0,PA,38:5
1.0,PG,32:0
1.0,PE,36:1
1.0,PC,O-34:1
1.0,PE,36:0
1.0,HexCer,36:1;O2
1.0,PS,32:1
1.0,HexCer,38:2;O2
1.0,SM,35:1;O2
1.0,PC_PE,31:1_34:1
1.0,PE_PE,O-36:0_O-38:3
1.0,PC,O-32:0
1.0,PE,O-38:2
1.0,PC,34:1
1.0,PE,O-36:5
1.0,PC,34:0
1.0,PA,38:4
1.0,PE,O-36:3
1.0,SM,36:2;O2
1.0,PE,O-36:2
1.0,PE,O-36:1
1.0,PC_PE,35:1_38:1
1.0,PA,40:4
1.0,PE,O-38:7
1.0,PG,34:1
1.0,PG,35:0
1.0,PE,O-38:6
1.0,PG,34:0
1.0,PC_PE_PE,37:5_38:2_40:5
1.0,HexCer_PG,38:1;O2_36:1
1.0,PC,35:0
1.0,PE,38:7
1.0,PS,34:1
1.0,PS,36:4
1.0,PC_PE,37:1_40:1
1.0,PS,36:3
1.0,PG,37:5
1.0,PE,38:4
1.0,PG,37:2
1.0,PC,O-36:1
1.0,PG,37:1
1.0,SM,42:2;O2
1.0,PE,O-40:7
1.0,PG,36:1
1.0,PS,38:1
1.0,PG,38:5
1.0,PC_PE_PE,39:6_40:3_42:6
1.0,PG,38:4
1.0,PG,39:0
1.0,SM,41:2;O2
1.0,PC,36:3
1.0,PG,38:3
1.0,PC,36:2
1.0,HexCer,40:0;O2
1.0,PS,36:2
1.0,PC,36:1
1.0,PG_PG,38:1_40:4
1.0,SM,42:3;O2
1.0,PS,36:0
1.0,PC,38:5
1.0,PS,38:5
1.0,PG,39:5
1.0,PG,39:4
1.0,PC,38:7
1.0,PG,40:5
1.0,PC,38:4
1.0,PG,40:4
1.0,PC,38:2
1.0,PC,38:1
1.0,PE,42:6
1.0,PS,41:0
1.0,PS,40:2
1.0,PS,40:6
1.0,PI,34:1
1.0,PS,40:5
1.0,PC,40:4
1.0,HexCer,44:2;O2
1.0,PI,34:0
1.0,PS,42:9
1.0,PC,40:2
1.0,PS,41:1
1.0,PI,36:3
1.0,PS,42:6
1.0,PI,36:1
1.0,PI,36:0
1.0,PS,44:9
1.0,PI,38:7
1.0,PI,39:5
1.0,PS,44:10
1.0,PI,38:5
1.0,PI,38:4
1.0,PI,40:8
1.0,PI,40:7
1.0,PI,40:5
1.0,PI,42:8
1.0,Hex2Cer,40:1;O2
1.0,Hex2Cer,40:0;O2
2.0,HexCer,42:2;O2
2.0,HexCer,42:1;O2
2.0,HexCer,40:1;O2
2.0,PC,38:6
2.0,PA,34:1
2.0,SM,36:1;O2
2.0,HexCer,40:2;O2
2.0,PG,40:6
2.0,PC,40:6
2.0,HexCer,36:1:O2
2.0,PE,40:6
2.0,PG,36:0
2.0,HexCer,41:1;O2
2.0,PE,42:9
2.0,PE,38:6
2.0,PC,40:7
2.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
2.0,LPE,22:6
2.0,PA,36:1
2.0,PE,40:7
2.0,PG,37:4
2.0,Cer,42:2;O2
2.0,Cer,40:2;O2
2.0,LPE,22:4
2.0,PA,40:6
2.0,PC,34:2
2.0,PC,40:1
2.0,PS,36:1
2.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
2.0,SM,42:1;O2
2.0,PI,36:4
2.0,SM,38:1;O2
2.0,PC,42:1
2.0,SM,34:1;O2
2.0,PE,40:4
2.0,PA,38:3
2.0,PG,36:2
2.0,PC,30:0
2.0,TG,67:2
2.0,TG,72:9
2.0,LPA,18:1
2.0,LPC,O-16:2
2.0,LPC,16:0
2.0,LPC,O-16:0
2.0,LPC,O-18:2
2.0,LPE,18:1
2.0,LPS,16:0
2.0,LPE,18:0
2.0,LPC,O-18:0
2.0,LPE,20:0
2.0,LPC,18:1
2.0,LPG,20:1
2.0,LPC,18:0
2.0,LPE,22:1
2.0,LPC,20:4
2.0,LPC,20:1
2.0,Cer,36:1;O2
2.0,LPC,22:6
2.0,Cer,40:1;O2
2.0,Cer,41:2;O2
2.0,Cer,40:0;O2
2.0,DG,35:0
2.0,Cer,42:1;O2
2.0,PA,32:1
2.0,PA,32:0
2.0,SM,31:1;O2
2.0,PE,O-34:2
2.0,PC_PE,31:0_34:0
2.0,PA_PA,36:1_38:4
2.0,PE,32:2
2.0,HexCer,36:2;O2
2.0,PC,32:1
2.0,PC,32:0
2.0,PA,36:4
2.0,PA,36:2
2.0,PC_PE_PE,31:0_34:0_36:3
2.0,PA,38:5
2.0,PG,32:0
2.0,PE,36:1
2.0,PC,O-34:1
2.0,PE,36:0
2.0,HexCer,36:1;O2
2.0,PS,32:1
2.0,HexCer,38:2;O2
2.0,SM,35:1;O2
2.0,PC_PE,31:1_34:1
2.0,PE_PE,O-36:0_O-38:3
2.0,PC,O-32:0
2.0,PE,O-38:2
2.0,PC,34:1
2.0,PE,O-36:5
2.0,PC,34:0
2.0,PA,38:4
2.0,PE,O-36:3
2.0,SM,36:2;O2
2.0,PE,O-36:2
2.0,PE,O-36:1
2.0,PC_PE,35:1_38:1
2.0,PA,40:4
2.0,PE,O-38:7
2.0,PG,34:1
2.0,PG,35:0
2.0,PE,O-38:6
2.0,PG,34:0
2.0,PC_PE_PE,37:5_38:2_40:5
2.0,HexCer_PG,38:1;O2_36:1
2.0,PC,35:0
2.0,PE,38:7
2.0,PS,34:1
2.0,PS,36:4
2.0,PC_PE,37:1_40:1
2.0,PS,36:3
2.0,PG,37:5
2.0,PE,38:4
2.0,PG,37:2
2.0,PC,O-36:1
2.0,PG,37:1
2.0,SM,42:2;O2
2.0,PE,O-40:7
2.0,PG,36:1
2.0,PS,38:1
2.0,PG,38:5
2.0,PC_PE_PE,39:6_40:3_42:6
2.0,PG,38:4
2.0,PG,39:0
2.0,SM,41:2;O2
2.0,PC,36:3
2.0,PG,38:3
2.0,PC,36:2
2.0,HexCer,40:0;O2
2.0,PS,36:2
2.0,PC,36:1
2.0,PG_PG,38:1_40:4
2.0,SM,42:3;O2
2.0,PS,36:0
2.0,PC,38:5
2.0,PS,38:5
2.0,PG,39:5
2.0,PG,39:4
2.0,PC,38:7
2.0,PG,40:5
2.0,PC,38:4
2.0,PG,40:4
2.0,PC,38:2
2.0,PC,38:1
2.0,PE,42:6
2.0,PS,41:0
2.0,PS,40:2
2.0,PS,40:6
2.0,PI,34:1
2.0,PS,40:5
2.0,PC,40:4
2.0,HexCer,44:2;O2
2.0,PI,34:0
2.0,PS,42:9
2.0,PC,40:2
2.0,PS,41:1
2.0,PI,36:3
2.0,PS,42:6
2.0,PI,36:1
2.0,PI,36:0
2.0,PS,44:9
2.0,PI,38:7
2.0,PI,39:5
2.0,PS,44:10
2.0,PI,38:5
2.0,PI,38:4
2.0,PI,40:8
2.0,PI,40:7
2.0,PI,40:5
2.0,PI,42:8
2.0,Hex2Cer,40:1;O2
2.0,Hex2Cer,40:0;O2
3.0,HexCer,42:2;O2
3.0,HexCer,42:1;O2
3.0,HexCer,40:1;O2
3.0,PC,38:6
3.0,PA,34:1
3.0,SM,36:1;O2
3.0,HexCer,40:2;O2
3.0,PG,40:6
3.0,PC,40:6
3.0,HexCer,36:1:O2
3.0,PE,40:6
3.0,PG,36:0
3.0,HexCer,41:1;O2
3.0,PE,42:9
3.0,PE,38:6
3.0,PC,40:7
3.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
3.0,LPE,22:6
3.0,PA,36:1
3.0,PE,40:7
3.0,PG,37:4
3.0,Cer,42:2;O2
3.0,Cer,40:2;O2
3.0,LPE,22:4
3.0,PA,40:6
3.0,PC,34:2
3.0,PC,40:1
3.0,PS,36:1
3.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
3.0,SM,42:1;O2
3.0,PI,36:4
3.0,SM,38:1;O2
3.0,PC,42:1
3.0,SM,34:1;O2
3.0,PE,40:4
3.0,PA,38:3
3.0,PG,36:2
3.0,PC,30:0
3.0,TG,67:2
3.0,TG,72:9
3.0,LPA,18:1
3.0,LPC,O-16:2
3.0,LPC,16:0
3.0,LPC,O-16:0
3.0,LPC,O-18:2
3.0,LPE,18:1
3.0,LPS,16:0
3.0,LPE,18:0
3.0,LPC,O-18:0
3.0,LPE,20:0
3.0,LPC,18:1
3.0,LPG,20:1
3.0,LPC,18:0
3.0,LPE,22:1
3.0,LPC,20:4
3.0,LPC,20:1
3.0,Cer,36:1;O2
3.0,LPC,22:6
3.0,Cer,40:1;O2
3.0,Cer,41:2;O2
3.0,Cer,40:0;O2
3.0,DG,35:0
3.0,Cer,42:1;O2
3.0,PA,32:1
3.0,PA,32:0
3.0,SM,31:1;O2
3.0,PE,O-34:2
3.0,PC_PE,31:0_34:0
3.0,PA_PA,36:1_38:4
3.0,PE,32:2
3.0,HexCer,36:2;O2
3.0,PC,32:1
3.0,PC,32:0
3.0,PA,36:4
3.0,PA,36:2
3.0,PC_PE_PE,31:0_34:0_36:3
3.0,PA,38:5
3.0,PG,32:0
3.0,PE,36:1
3.0,PC,O-34:1
3.0,PE,36:0
3.0,HexCer,36:1;O2
3.0,PS,32:1
3.0,HexCer,38:2;O2
3.0,SM,35:1;O2
3.0,PC_PE,31:1_34:1
3.0,PE_PE,O-36:0_O-38:3
3.0,PC,O-32:0
3.0,PE,O-38:2
3.0,PC,34:1
3.0,PE,O-36:5
3.0,PC,34:0
3.0,PA,38:4
3.0,PE,O-36:3
3.0,SM,36:2;O2
3.0,PE,O-36:2
3.0,PE,O-36:1
3.0,PC_PE,35:1_38:1
3.0,PA,40:4
3.0,PE,O-38:7
3.0,PG,34:1
3.0,PG,35:0
3.0,PE,O-38:6
3.0,PG,34:0
3.0,PC_PE_PE,37:5_38:2_40:5
3.0,HexCer_PG,38:1;O2_36:1
3.0,PC,35:0
3.0,PE,38:7
3.0,PS,34:1
3.0,PS,36:4
3.0,PC_PE,37:1_40:1
3.0,PS,36:3
3.0,PG,37:5
3.0,PE,38:4
3.0,PG,37:2
3.0,PC,O-36:1
3.0,PG,37:1
3.0,SM,42:2;O2
3.0,PE,O-40:7
3.0,PG,36:1
3.0,PS,38:1
3.0,PG,38:5
3.0,PC_PE_PE,39:6_40:3_42:6
3.0,PG,38:4
3.0,PG,39:0
3.0,SM,41:2;O2
3.0,PC,36:3
3.0,PG,38:3
3.0,PC,36:2
3.0,HexCer,40:0;O2
3.0,PS,36:2
3.0,PC,36:1
3.0,PG_PG,38:1_40:4
3.0,SM,42:3;O2
3.0,PS,36:0
3.0,PC,38:5
3.0,PS,38:5
3.0,PG,39:5
3.0,PG,39:4
3.0,PC,38:7
3.0,PG,40:5
3.0,PC,38:4
3.0,PG,40:4
3.0,PC,38:2
3.0,PC,38:1
3.0,PE,42:6
3.0,PS,41:0
3.0,PS,40:2
3.0,PS,40:6
3.0,PI,34:1
3.0,PS,40:5
3.0,PC,40:4
3.0,HexCer,44:2;O2
3.0,PI,34:0
3.0,PS,42:9
3.0,PC,40:2
3.0,PS,41:1
3.0,PI,36:3
3.0,PS,42:6
3.0,PI,36:1
3.0,PI,36:0
3.0,PS,44:9
3.0,PI,38:7
3.0,PI,39:5
3.0,PS,44:10
3.0,PI,38:5
3.0,PI,38:4
3.0,PI,40:8
3.0,PI,40:7
3.0,PI,40:5
3.0,PI,42:8
3.0,Hex2Cer,40:1;O2
3.0,Hex2Cer,40:0;O2
4.0,HexCer,42:2;O2
4.0,HexCer,42:1;O2
4.0,HexCer,40:1;O2
4.0,PC,38:6
4.0,PA,34:1
4.0,SM,36:1;O2
4.0,HexCer,40:2;O2
4.0,PG,40:6
4.0,PC,40:6
4.0,HexCer,36:1:O2
4.0,PE,40:6
4.0,PG,36:0
4.0,HexCer,41:1;O2
4.0,PE,42:9
4.0,PE,38:6
4.0,PC,40:7
4.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
4.0,LPE,22:6
4.0,PA,36:1
4.0,PE,40:7
4.0,PG,37:4
4.0,Cer,42:2;O2
4.0,Cer,40:2;O2
4.0,LPE,22:4
4.0,PA,40:6
4.0,PC,34:2
4.0,PC,40:1
4.0,PS,36:1
4.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
4.0,SM,42:1;O2
4.0,PI,36:4
4.0,SM,38:1;O2
4.0,PC,42:1
4.0,SM,34:1;O2
4.0,PE,40:4
4.0,PA,38:3
4.0,PG,36:2
4.0,PC,30:0
4.0,TG,67:2
4.0,TG,72:9
4.0,LPA,18:1
4.0,LPC,O-16:2
4.0,LPC,16:0
4.0,LPC,O-16:0
4.0,LPC,O-18:2
4.0,LPE,18:1
4.0,LPS,16:0
4.0,LPE,18:0
4.0,LPC,O-18:0
4.0,LPE,20:0
4.0,LPC,18:1
4.0,LPG,20:1
4.0,LPC,18:0
4.0,LPE,22:1
4.0,LPC,20:4
4.0,LPC,20:1
4.0,Cer,36:1;O2
4.0,LPC,22:6
4.0,Cer,40:1;O2
4.0,Cer,41:2;O2
4.0,Cer,40:0;O2
4.0,DG,35:0
4.0,Cer,42:1;O2
4.0,PA,32:1
4.0,PA,32:0
4.0,SM,31:1;O2
4.0,PE,O-34:2
4.0,PC_PE,31:0_34:0
4.0,PA_PA,36:1_38:4
4.0,PE,32:2
4.0,HexCer,36:2;O2
4.0,PC,32:1
4.0,PC,32:0
4.0,PA,36:4
4.0,PA,36:2
4.0,PC_PE_PE,31:0_34:0_36:3
4.0,PA,38:5
4.0,PG,32:0
4.0,PE,36:1
4.0,PC,O-34:1
4.0,PE,36:0
4.0,HexCer,36:1;O2
4.0,PS,32:1
4.0,HexCer,38:2;O2
4.0,SM,35:1;O2
4.0,PC_PE,31:1_34:1
4.0,PE_PE,O-36:0_O-38:3
4.0,PC,O-32:0
4.0,PE,O-38:2
4.0,PC,34:1
4.0,PE,O-36:5
4.0,PC,34:0
4.0,PA,38:4
4.0,PE,O-36:3
4.0,SM,36:2;O2
4.0,PE,O-36:2
4.0,PE,O-36:1
4.0,PC_PE,35:1_38:1
4.0,PA,40:4
4.0,PE,O-38:7
4.0,PG,34:1
4.0,PG,35:0
4.0,PE,O-38:6
4.0,PG,34:0
4.0,PC_PE_PE,37:5_38:2_40:5
4.0,HexCer_PG,38:1;O2_36:1
4.0,PC,35:0
4.0,PE,38:7
4.0,PS,34:1
4.0,PS,36:4
4.0,PC_PE,37:1_40:1
4.0,PS,36:3
4.0,PG,37:5
4.0,PE,38:4
4.0,PG,37:2
4.0,PC,O-36:1
4.0,PG,37:1
4.0,SM,42:2;O2
4.0,PE,O-40:7
4.0,PG,36:1
4.0,PS,38:1
4.0,PG,38:5
4.0,PC_PE_PE,39:6_40:3_42:6
4.0,PG,38:4
4.0,PG,39:0
4.0,SM,41:2;O2
4.0,PC,36:3
4.0,PG,38:3
4.0,PC,36:2
4.0,HexCer,40:0;O2
4.0,PS,36:2
4.0,PC,36:1
4.0,PG_PG,38:1_40:4
4.0,SM,42:3;O2
4.0,PS,36:0
4.0,PC,38:5
4.0,PS,38:5
4.0,PG,39:5
4.0,PG,39:4
4.0,PC,38:7
4.0,PG,40:5
4.0,PC,38:4
4.0,PG,40:4
4.0,PC,38:2
4.0,PC,38:1
4.0,PE,42:6
4.0,PS,41:0
4.0,PS,40:2
4.0,PS,40:6
4.0,PI,34:1
4.0,PS,40:5
4.0,PC,40:4
4.0,HexCer,44:2;O2
4.0,PI,34:0
4.0,PS,42:9
4.0,PC,40:2
4.0,PS,41:1
4.0,PI,36:3
4.0,PS,42:6
4.0,PI,36:1
4.0,PI,36:0
4.0,PS,44:9
4.0,PI,38:7
4.0,PI,39:5
4.0,PS,44:10
4.0,PI,38:5
4.0,PI,38:4
4.0,PI,40:8
4.0,PI,40:7
4.0,PI,40:5
4.0,PI,42:8
4.0,Hex2Cer,40:1;O2
4.0,Hex2Cer,40:0;O2
5.0,HexCer,42:2;O2
5.0,HexCer,42:1;O2
5.0,HexCer,40:1;O2
5.0,PC,38:6
5.0,PA,34:1
5.0,SM,36:1;O2
5.0,HexCer,40:2;O2
5.0,PG,40:6
5.0,PC,40:6
5.0,HexCer,36:1:O2
5.0,PE,40:6
5.0,PG,36:0
5.0,HexCer,41:1;O2
5.0,PE,42:9
5.0,PE,38:6
5.0,PC,40:7
5.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
5.0,LPE,22:6
5.0,PA,36:1
5.0,PE,40:7
5.0,PG,37:4
5.0,Cer,42:2;O2
5.0,Cer,40:2;O2
5.0,LPE,22:4
5.0,PA,40:6
5.0,PC,34:2
5.0,PC,40:1
5.0,PS,36:1
5.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
5.0,SM,42:1;O2
5.0,PI,36:4
5.0,SM,38:1;O2
5.0,PC,42:1
5.0,SM,34:1;O2
5.0,PE,40:4
5.0,PA,38:3
5.0,PG,36:2
5.0,PC,30:0
5.0,TG,67:2
5.0,TG,72:9
5.0,LPA,18:1
5.0,LPC,O-16:2
5.0,LPC,16:0
5.0,LPC,O-16:0
5.0,LPC,O-18:2
5.0,LPE,18:1
5.0,LPS,16:0
5.0,LPE,18:0
5.0,LPC,O-18:0
5.0,LPE,20:0
5.0,LPC,18:1
5.0,LPG,20:1
5.0,LPC,18:0
5.0,LPE,22:1
5.0,LPC,20:4
5.0,LPC,20:1
5.0,Cer,36:1;O2
5.0,LPC,22:6
5.0,Cer,40:1;O2
5.0,Cer,41:2;O2
5.0,Cer,40:0;O2
5.0,DG,35:0
5.0,Cer,42:1;O2
5.0,PA,32:1
5.0,PA,32:0
5.0,SM,31:1;O2
5.0,PE,O-34:2
5.0,PC_PE,31:0_34:0
5.0,PA_PA,36:1_38:4
5.0,PE,32:2
5.0,HexCer,36:2;O2
5.0,PC,32:1
5.0,PC,32:0
5.0,PA,36:4
5.0,PA,36:2
5.0,PC_PE_PE,31:0_34:0_36:3
5.0,PA,38:5
5.0,PG,32:0
5.0,PE,36:1
5.0,PC,O-34:1
5.0,PE,36:0
5.0,HexCer,36:1;O2
5.0,PS,32:1
5.0,HexCer,38:2;O2
5.0,SM,35:1;O2
5.0,PC_PE,31:1_34:1
5.0,PE_PE,O-36:0_O-38:3
5.0,PC,O-32:0
5.0,PE,O-38:2
5.0,PC,34:1
5.0,PE,O-36:5
5.0,PC,34:0
5.0,PA,38:4
5.0,PE,O-36:3
5.0,SM,36:2;O2
5.0,PE,O-36:2
5.0,PE,O-36:1
5.0,PC_PE,35:1_38:1
5.0,PA,40:4
5.0,PE,O-38:7
5.0,PG,34:1
5.0,PG,35:0
5.0,PE,O-38:6
5.0,PG,34:0
5.0,PC_PE_PE,37:5_38:2_40:5
5.0,HexCer_PG,38:1;O2_36:1
5.0,PC,35:0
5.0,PE,38:7
5.0,PS,34:1
5.0,PS,36:4
5.0,PC_PE,37:1_40:1
5.0,PS,36:3
5.0,PG,37:5
5.0,PE,38:4
5.0,PG,37:2
5.0,PC,O-36:1
5.0,PG,37:1
5.0,SM,42:2;O2
5.0,PE,O-40:7
5.0,PG,36:1
5.0,PS,38:1
5.0,PG,38:5
5.0,PC_PE_PE,39:6_40:3_42:6
5.0,PG,38:4
5.0,PG,39:0
5.0,SM,41:2;O2
5.0,PC,36:3
5.0,PG,38:3
5.0,PC,36:2
5.0,HexCer,40:0;O2
5.0,PS,36:2
5.0,PC,36:1
5.0,PG_PG,38:1_40:4
5.0,SM,42:3;O2
5.0,PS,36:0
5.0,PC,38:5
5.0,PS,38:5
5.0,PG,39:5
5.0,PG,39:4
5.0,PC,38:7
5.0,PG,40:5
5.0,PC,38:4
5.0,PG,40:4
5.0,PC,38:2
5.0,PC,38:1
5.0,PE,42:6
5.0,PS,41:0
5.0,PS,40:2
5.0,PS,40:6
5.0,PI,34:1
5.0,PS,40:5
5.0,PC,40:4
5.0,HexCer,44:2;O2
5.0,PI,34:0
5.0,PS,42:9
5.0,PC,40:2
5.0,PS,41:1
5.0,PI,36:3
5.0,PS,42:6
5.0,PI,36:1
5.0,PI,36:0
5.0,PS,44:9
5.0,PI,38:7
5.0,PI,39:5
5.0,PS,44:10
5.0,PI,38:5
5.0,PI,38:4
5.0,PI,40:8
5.0,PI,40:7
5.0,PI,40:5
5.0,PI,42:8
5.0,Hex2Cer,40:1;O2
5.0,Hex2Cer,40:0;O2
7.0,HexCer,42:2;O2
7.0,HexCer,42:1;O2
7.0,HexCer,40:1;O2
7.0,PC,38:6
7.0,PA,34:1
7.0,SM,36:1;O2
7.0,HexCer,40:2;O2
7.0,PG,40:6
7.0,PC,40:6
7.0,HexCer,36:1:O2
7.0,PE,40:6
7.0,PG,36:0
7.0,HexCer,41:1;O2
7.0,PE,42:9
7.0,PE,38:6
7.0,PC,40:7
7.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
7.0,LPE,22:6
7.0,PA,36:1
7.0,PE,40:7
7.0,PG,37:4
7.0,Cer,42:2;O2
7.0,Cer,40:2;O2
7.0,LPE,22:4
7.0,PA,40:6
7.0,PC,34:2
7.0,PC,40:1
7.0,PS,36:1
7.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
7.0,SM,42:1;O2
7.0,PI,36:4
7.0,SM,38:1;O2
7.0,PC,42:1
7.0,SM,34:1;O2
7.0,PE,40:4
7.0,PA,38:3
7.0,PG,36:2
7.0,PC,30:0
7.0,TG,67:2
7.0,TG,72:9
7.0,LPA,18:1
7.0,LPC,O-16:2
7.0,LPC,16:0
7.0,LPC,O-16:0
7.0,LPC,O-18:2
7.0,LPE,18:1
7.0,LPS,16:0
7.0,LPE,18:0
7.0,LPC,O-18:0
7.0,LPE,20:0
7.0,LPC,18:1
7.0,LPG,20:1
7.0,LPC,18:0
7.0,LPE,22:1
7.0,LPC,20:4
7.0,LPC,20:1
7.0,Cer,36:1;O2
7.0,LPC,22:6
7.0,Cer,40:1;O2
7.0,Cer,41:2;O2
7.0,Cer,40:0;O2
7.0,DG,35:0
7.0,Cer,42:1;O2
7.0,PA,32:1
7.0,PA,32:0
7.0,SM,31:1;O2
7.0,PE,O-34:2
7.0,PC_PE,31:0_34:0
7.0,PA_PA,36:1_38:4
7.0,PE,32:2
7.0,HexCer,36:2;O2
7.0,PC,32:1
7.0,PC,32:0
7.0,PA,36:4
7.0,PA,36:2
7.0,PC_PE_PE,31:0_34:0_36:3
7.0,PA,38:5
7.0,PG,32:0
7.0,PE,36:1
7.0,PC,O-34:1
7.0,PE,36:0
7.0,HexCer,36:1;O2
7.0,PS,32:1
7.0,HexCer,38:2;O2
7.0,SM,35:1;O2
7.0,PC_PE,31:1_34:1
7.0,PE_PE,O-36:0_O-38:3
7.0,PC,O-32:0
7.0,PE,O-38:2
7.0,PC,34:1
7.0,PE,O-36:5
7.0,PC,34:0
7.0,PA,38:4
7.0,PE,O-36:3
7.0,SM,36:2;O2
7.0,PE,O-36:2
7.0,PE,O-36:1
7.0,PC_PE,35:1_38:1
7.0,PA,40:4
7.0,PE,O-38:7
7.0,PG,34:1
7.0,PG,35:0
7.0,PE,O-38:6
7.0,PG,34:0
7.0,PC_PE_PE,37:5_38:2_40:5
7.0,HexCer_PG,38:1;O2_36:1
7.0,PC,35:0
7.0,PE,38:7
7.0,PS,34:1
7.0,PS,36:4
7.0,PC_PE,37:1_40:1
7.0,PS,36:3
7.0,PG,37:5
7.0,PE,38:4
7.0,PG,37:2
7.0,PC,O-36:1
7.0,PG,37:1
7.0,SM,42:2;O2
7.0,PE,O-40:7
7.0,PG,36:1
7.0,PS,38:1
7.0,PG,38:5
7.0,PC_PE_PE,39:6_40:3_42:6
7.0,PG,38:4
7.0,PG,39:0
7.0,SM,41:2;O2
7.0,PC,36:3
7.0,PG,38:3
7.0,PC,36:2
7.0,HexCer,40:0;O2
7.0,PS,36:2
7.0,PC,36:1
7.0,PG_PG,38:1_40:4
7.0,SM,42:3;O2
7.0,PS,36:0
7.0,PC,38:5
7.0,PS,38:5
7.0,PG,39:5
7.0,PG,39:4
7.0,PC,38:7
7.0,PG,40:5
7.0,PC,38:4
7.0,PG,40:4
7.0,PC,38:2
7.0,PC,38:1
7.0,PE,42:6
7.0,PS,41:0
7.0,PS,40:2
7.0,PS,40:6
7.0,PI,34:1
7.0,PS,40:5
7.0,PC,40:4
7.0,HexCer,44:2;O2
7.0,PI,34:0
7.0,PS,42:9
7.0,PC,40:2
7.0,PS,41:1
7.0,PI,36:3
7.0,PS,42:6
7.0,PI,36:1
7.0,PI,36:0
7.0,PS,44:9
7.0,PI,38:7
7.0,PI,39:5
7.0,PS,44:10
7.0,PI,38:5
7.0,PI,38:4
7.0,PI,40:8
7.0,PI,40:7
7.0,PI,40:5
7.0,PI,42:8
7.0,Hex2Cer,40:1;O2
7.0,Hex2Cer,40:0;O2
8.0,HexCer,42:2;O2
8.0,HexCer,42:1;O2
8.0,HexCer,40:1;O2
8.0,PC,38:6
8.0,PA,34:1
8.0,SM,36:1;O2
8.0,HexCer,40:2;O2
8.0,PG,40:6
8.0,PC,40:6
8.0,HexCer,36:1:O2
8.0,PE,40:6
8.0,PG,36:0
8.0,HexCer,41:1;O2
8.0,PE,42:9
8.0,PE,38:6
8.0,PC,40:7
8.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
8.0,LPE,22:6
8.0,PA,36:1
8.0,PE,40:7
8.0,PG,37:4
8.0,Cer,42:2;O2
8.0,Cer,40:2;O2
8.0,LPE,22:4
8.0,PA,40:6
8.0,PC,34:2
8.0,PC,40:1
8.0,PS,36:1
8.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
8.0,SM,42:1;O2
8.0,PI,36:4
8.0,SM,38:1;O2
8.0,PC,42:1
8.0,SM,34:1;O2
8.0,PE,40:4
8.0,PA,38:3
8.0,PG,36:2
8.0,PC,30:0
8.0,TG,67:2
8.0,TG,72:9
8.0,LPA,18:1
8.0,LPC,O-16:2
8.0,LPC,16:0
