slice,name,structure
34.0,SM,42:1;O2
34.0,PI,36:4
34.0,SM,38:1;O2
34.0,PC,42:1
34.0,SM,34:1;O2
34.0,PE,40:4
34.0,PA,38:3
34.0,PG,36:2
34.0,PC,30:0
34.0,TG,67:2
34.0,TG,72:9
34.0,LPA,18:1
34.0,LPC,O-16:2
34.0,LPC,16:0
34.0,LPC,O-16:0
34.0,LPC,O-18:2
34.0,LPE,18:1
34.0,LPS,16:0
34.0,LPE,18:0
34.0,LPC,O-18:0
34.0,LPE,20:0
34.0,LPC,18:1
34.0,LPG,20:1
34.0,LPC,18:0
34.0,LPE,22:1
34.0,LPC,20:4
34.0,LPC,20:1
34.0,Cer,36:1;O2
34.0,LPC,22:6
34.0,Cer,40:1;O2
34.0,Cer,41:2;O2
34.0,Cer,40:0;O2
34.0,DG,35:0
34.0,Cer,42:1;O2
34.0,PA,32:1
34.0,PA,32:0
34.0,SM,31:1;O2
34.0,PE,O-34:2
34.0,PC_PE,31:0_34:0
34.0,PA_PA,36:1_38:4
34.0,PE,32:2
34.0,HexCer,36:2;O2
34.0,PC,32:1
34.0,PC,32:0
34.0,PA,36:4
34.0,PA,36:2
34.0,PC_PE_PE,31:0_34:0_36:3
34.0,PA,38:5
34.0,PG,32:0
34.0,PE,36:1
34.0,PC,O-34:1
34.0,PE,36:0
34.0,HexCer,36:1;O2
34.0,PS,32:1
34.0,HexCer,38:2;O2
34.0,SM,35:1;O2
34.0,PC_PE,31:1_34:1
34.0,PE_PE,O-36:0_O-38:3
34.0,PC,O-32:0
34.0,PE,O-38:2
34.0,PC,34:1
34.0,PE,O-36:5
34.0,PC,34:0
34.0,PA,38:4
34.0,PE,O-36:3
34.0,SM,36:2;O2
34.0,PE,O-36:2
34.0,PE,O-36:1
34.0,PC_PE,35:1_38:1
34.0,PA,40:4
34.0,PE,O-38:7
34.0,PG,34:1
34.0,PG,35:0
34.0,PE,O-38:6
34.0,PG,34:0
34.0,PC_PE_PE,37:5_38:2_40:5
34.0,HexCer_PG,38:1;O2_36:1
34.0,PC,35:0
34.0,PE,38:7
34.0,PS,34:1
34.0,PS,36:4
34.0,PC_PE,37:1_40:1
34.0,PS,36:3
34.0,PG,37:5
34.0,PE,38:4
34.0,PG,37:2
34.0,PC,O-36:1
34.0,PG,37:1
34.0,SM,42:2;O2
34.0,PE,O-40:7
34.0,PG,36:1
34.0,PS,38:1
34.0,PG,38:5
34.0,PC_PE_PE,39:6_40:3_42:6
34.0,PG,38:4
34.0,PG,39:0
34.0,SM,41:2;O2
34.0,PC,36:3
34.0,PG,38:3
34.0,PC,36:2
34.0,HexCer,40:0;O2
34.0,PS,36:2
34.0,PC,36:1
34.0,PG_PG,38:1_40:4
34.0,SM,42:3;O2
34.0,PS,36:0
34.0,PC,38:5
34.0,PS,38:5
34.0,PG,39:5
34.0,PG,39:4
34.0,PC,38:7
34.0,PG,40:5
34.0,PC,38:4
34.0,PG,40:4
34.0,PC,38:2
34.0,PC,38:1
34.0,PE,42:6
34.0,PS,41:0
34.0,PS,40:2
34.0,PS,40:6
34.0,PI,34:1
34.0,PS,40:5
34.0,PC,40:4
34.0,HexCer,44:2;O2
34.0,PI,34:0
34.0,PS,42:9
34.0,PC,40:2
34.0,PS,41:1
34.0,PI,36:3
34.0,PS,42:6
34.0,PI,36:1
34.0,PI,36:0
34.0,PS,44:9
34.0,PI,38:7
34.0,PI,39:5
34.0,PS,44:10
34.0,PI,38:5
34.0,PI,38:4
34.0,PI,40:8
34.0,PI,40:7
34.0,PI,40:5
34.0,PI,42:8
34.0,Hex2Cer,40:1;O2
34.0,Hex2Cer,40:0;O2
35.0,HexCer,42:2;O2
35.0,HexCer,42:1;O2
35.0,HexCer,40:1;O2
35.0,PC,38:6
35.0,PA,34:1
35.0,SM,36:1;O2
35.0,HexCer,40:2;O2
35.0,PG,40:6
35.0,PC,40:6
35.0,HexCer,36:1:O2
35.0,PE,40:6
35.0,PG,36:0
35.0,HexCer,41:1;O2
35.0,PE,42:9
35.0,PE,38:6
35.0,PC,40:7
35.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
35.0,LPE,22:6
35.0,PA,36:1
35.0,PE,40:7
35.0,PG,37:4
35.0,Cer,42:2;O2
35.0,Cer,40:2;O2
35.0,LPE,22:4
35.0,PA,40:6
35.0,PC,34:2
35.0,PC,40:1
35.0,PS,36:1
35.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
35.0,SM,42:1;O2
35.0,PI,36:4
35.0,SM,38:1;O2
35.0,PC,42:1
35.0,SM,34:1;O2
35.0,PE,40:4
35.0,PA,38:3
35.0,PG,36:2
35.0,PC,30:0
35.0,TG,67:2
35.0,TG,72:9
35.0,LPA,18:1
35.0,LPC,O-16:2
35.0,LPC,16:0
35.0,LPC,O-16:0
35.0,LPC,O-18:2
35.0,LPE,18:1
35.0,LPS,16:0
35.0,LPE,18:0
35.0,LPC,O-18:0
35.0,LPE,20:0
35.0,LPC,18:1
35.0,LPG,20:1
35.0,LPC,18:0
35.0,LPE,22:1
35.0,LPC,20:4
35.0,LPC,20:1
35.0,Cer,36:1;O2
35.0,LPC,22:6
35.0,Cer,40:1;O2
35.0,Cer,41:2;O2
35.0,Cer,40:0;O2
35.0,DG,35:0
35.0,Cer,42:1;O2
35.0,PA,32:1
35.0,PA,32:0
35.0,SM,31:1;O2
35.0,PE,O-34:2
35.0,PC_PE,31:0_34:0
35.0,PA_PA,36:1_38:4
35.0,PE,32:2
35.0,HexCer,36:2;O2
35.0,PC,32:1
35.0,PC,32:0
35.0,PA,36:4
35.0,PA,36:2
35.0,PC_PE_PE,31:0_34:0_36:3
35.0,PA,38:5
35.0,PG,32:0
35.0,PE,36:1
35.0,PC,O-34:1
35.0,PE,36:0
35.0,HexCer,36:1;O2
35.0,PS,32:1
35.0,HexCer,38:2;O2
35.0,SM,35:1;O2
35.0,PC_PE,31:1_34:1
35.0,PE_PE,O-36:0_O-38:3
35.0,PC,O-32:0
35.0,PE,O-38:2
35.0,PC,34:1
35.0,PE,O-36:5
35.0,PC,34:0
35.0,PA,38:4
35.0,PE,O-36:3
35.0,SM,36:2;O2
35.0,PE,O-36:2
35.0,PE,O-36:1
35.0,PC_PE,35:1_38:1
35.0,PA,40:4
35.0,PE,O-38:7
35.0,PG,34:1
35.0,PG,35:0
35.0,PE,O-38:6
35.0,PG,34:0
35.0,PC_PE_PE,37:5_38:2_40:5
35.0,HexCer_PG,38:1;O2_36:1
35.0,PC,35:0
35.0,PE,38:7
35.0,PS,34:1
35.0,PS,36:4
35.0,PC_PE,37:1_40:1
35.0,PS,36:3
35.0,PG,37:5
35.0,PE,38:4
35.0,PG,37:2
35.0,PC,O-36:1
35.0,PG,37:1
35.0,SM,42:2;O2
35.0,PE,O-40:7
35.0,PG,36:1
35.0,PS,38:1
35.0,PG,38:5
35.0,PC_PE_PE,39:6_40:3_42:6
35.0,PG,38:4
35.0,PG,39:0
35.0,SM,41:2;O2
35.0,PC,36:3
35.0,PG,38:3
35.0,PC,36:2
35.0,HexCer,40:0;O2
35.0,PS,36:2
35.0,PC,36:1
35.0,PG_PG,38:1_40:4
35.0,SM,42:3;O2
35.0,PS,36:0
35.0,PC,38:5
35.0,PS,38:5
35.0,PG,39:5
35.0,PG,39:4
35.0,PC,38:7
35.0,PG,40:5
35.0,PC,38:4
35.0,PG,40:4
35.0,PC,38:2
35.0,PC,38:1
35.0,PE,42:6
35.0,PS,41:0
35.0,PS,40:2
35.0,PS,40:6
35.0,PI,34:1
35.0,PS,40:5
35.0,PC,40:4
35.0,HexCer,44:2;O2
35.0,PI,34:0
35.0,PS,42:9
35.0,PC,40:2
35.0,PS,41:1
35.0,PI,36:3
35.0,PS,42:6
35.0,PI,36:1
35.0,PI,36:0
35.0,PS,44:9
35.0,PI,38:7
35.0,PI,39:5
35.0,PS,44:10
35.0,PI,38:5
35.0,PI,38:4
35.0,PI,40:8
35.0,PI,40:7
35.0,PI,40:5
35.0,PI,42:8
35.0,Hex2Cer,40:1;O2
35.0,Hex2Cer,40:0;O2
36.0,HexCer,42:2;O2
36.0,HexCer,42:1;O2
36.0,HexCer,40:1;O2
36.0,PC,38:6
36.0,PA,34:1
36.0,SM,36:1;O2
36.0,HexCer,40:2;O2
36.0,PG,40:6
36.0,PC,40:6
36.0,HexCer,36:1:O2
36.0,PE,40:6
36.0,PG,36:0
36.0,HexCer,41:1;O2
36.0,PE,42:9
36.0,PE,38:6
36.0,PC,40:7
36.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
36.0,LPE,22:6
36.0,PA,36:1
36.0,PE,40:7
36.0,PG,37:4
36.0,Cer,42:2;O2
36.0,Cer,40:2;O2
36.0,LPE,22:4
36.0,PA,40:6
36.0,PC,34:2
36.0,PC,40:1
36.0,PS,36:1
36.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
36.0,SM,42:1;O2
36.0,PI,36:4
36.0,SM,38:1;O2
36.0,PC,42:1
36.0,SM,34:1;O2
36.0,PE,40:4
36.0,PA,38:3
36.0,PG,36:2
36.0,PC,30:0
36.0,TG,67:2
36.0,TG,72:9
36.0,LPA,18:1
36.0,LPC,O-16:2
36.0,LPC,16:0
36.0,LPC,O-16:0
36.0,LPC,O-18:2
36.0,LPE,18:1
36.0,LPS,16:0
36.0,LPE,18:0
36.0,LPC,O-18:0
36.0,LPE,20:0
36.0,LPC,18:1
36.0,LPG,20:1
36.0,LPC,18:0
36.0,LPE,22:1
36.0,LPC,20:4
36.0,LPC,20:1
36.0,Cer,36:1;O2
36.0,LPC,22:6
36.0,Cer,40:1;O2
36.0,Cer,41:2;O2
36.0,Cer,40:0;O2
36.0,DG,35:0
36.0,Cer,42:1;O2
36.0,PA,32:1
36.0,PA,32:0
36.0,SM,31:1;O2
36.0,PE,O-34:2
36.0,PC_PE,31:0_34:0
36.0,PA_PA,36:1_38:4
36.0,PE,32:2
36.0,HexCer,36:2;O2
36.0,PC,32:1
36.0,PC,32:0
36.0,PA,36:4
36.0,PA,36:2
36.0,PC_PE_PE,31:0_34:0_36:3
36.0,PA,38:5
36.0,PG,32:0
36.0,PE,36:1
36.0,PC,O-34:1
36.0,PE,36:0
36.0,HexCer,36:1;O2
36.0,PS,32:1
36.0,HexCer,38:2;O2
36.0,SM,35:1;O2
36.0,PC_PE,31:1_34:1
36.0,PE_PE,O-36:0_O-38:3
36.0,PC,O-32:0
36.0,PE,O-38:2
36.0,PC,34:1
36.0,PE,O-36:5
36.0,PC,34:0
36.0,PA,38:4
36.0,PE,O-36:3
36.0,SM,36:2;O2
36.0,PE,O-36:2
36.0,PE,O-36:1
36.0,PC_PE,35:1_38:1
36.0,PA,40:4
36.0,PE,O-38:7
36.0,PG,34:1
36.0,PG,35:0
36.0,PE,O-38:6
36.0,PG,34:0
36.0,PC_PE_PE,37:5_38:2_40:5
36.0,HexCer_PG,38:1;O2_36:1
36.0,PC,35:0
36.0,PE,38:7
36.0,PS,34:1
36.0,PS,36:4
36.0,PC_PE,37:1_40:1
36.0,PS,36:3
36.0,PG,37:5
36.0,PE,38:4
36.0,PG,37:2
36.0,PC,O-36:1
36.0,PG,37:1
36.0,SM,42:2;O2
36.0,PE,O-40:7
36.0,PG,36:1
36.0,PS,38:1
36.0,PG,38:5
36.0,PC_PE_PE,39:6_40:3_42:6
36.0,PG,38:4
36.0,PG,39:0
36.0,SM,41:2;O2
36.0,PC,36:3
36.0,PG,38:3
36.0,PC,36:2
36.0,HexCer,40:0;O2
36.0,PS,36:2
36.0,PC,36:1
36.0,PG_PG,38:1_40:4
36.0,SM,42:3;O2
36.0,PS,36:0
36.0,PC,38:5
36.0,PS,38:5
36.0,PG,39:5
36.0,PG,39:4
36.0,PC,38:7
36.0,PG,40:5
36.0,PC,38:4
36.0,PG,40:4
36.0,PC,38:2
36.0,PC,38:1
36.0,PE,42:6
36.0,PS,41:0
36.0,PS,40:2
36.0,PS,40:6
36.0,PI,34:1
36.0,PS,40:5
36.0,PC,40:4
36.0,HexCer,44:2;O2
36.0,PI,34:0
36.0,PS,42:9
36.0,PC,40:2
36.0,PS,41:1
36.0,PI,36:3
36.0,PS,42:6
36.0,PI,36:1
36.0,PI,36:0
36.0,PS,44:9
36.0,PI,38:7
36.0,PI,39:5
36.0,PS,44:10
36.0,PI,38:5
36.0,PI,38:4
36.0,PI,40:8
36.0,PI,40:7
36.0,PI,40:5
36.0,PI,42:8
36.0,Hex2Cer,40:1;O2
36.0,Hex2Cer,40:0;O2
37.0,HexCer,42:2;O2
37.0,HexCer,42:1;O2
37.0,HexCer,40:1;O2
37.0,PC,38:6
37.0,PA,34:1
37.0,SM,36:1;O2
37.0,HexCer,40:2;O2
37.0,PG,40:6
37.0,PC,40:6
37.0,HexCer,36:1:O2
37.0,PE,40:6
37.0,PG,36:0
37.0,HexCer,41:1;O2
37.0,PE,42:9
37.0,PE,38:6
37.0,PC,40:7
37.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
37.0,LPE,22:6
37.0,PA,36:1
37.0,PE,40:7
37.0,PG,37:4
37.0,Cer,42:2;O2
37.0,Cer,40:2;O2
37.0,LPE,22:4
37.0,PA,40:6
37.0,PC,34:2
37.0,PC,40:1
37.0,PS,36:1
37.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
37.0,SM,42:1;O2
37.0,PI,36:4
37.0,SM,38:1;O2
37.0,PC,42:1
37.0,SM,34:1;O2
37.0,PE,40:4
37.0,PA,38:3
37.0,PG,36:2
37.0,PC,30:0
37.0,TG,67:2
37.0,TG,72:9
37.0,LPA,18:1
37.0,LPC,O-16:2
37.0,LPC,16:0
37.0,LPC,O-16:0
37.0,LPC,O-18:2
37.0,LPE,18:1
37.0,LPS,16:0
37.0,LPE,18:0
37.0,LPC,O-18:0
37.0,LPE,20:0
37.0,LPC,18:1
37.0,LPG,20:1
37.0,LPC,18:0
37.0,LPE,22:1
37.0,LPC,20:4
37.0,LPC,20:1
37.0,Cer,36:1;O2
37.0,LPC,22:6
37.0,Cer,40:1;O2
37.0,Cer,41:2;O2
37.0,Cer,40:0;O2
37.0,DG,35:0
37.0,Cer,42:1;O2
37.0,PA,32:1
37.0,PA,32:0
37.0,SM,31:1;O2
37.0,PE,O-34:2
37.0,PC_PE,31:0_34:0
37.0,PA_PA,36:1_38:4
37.0,PE,32:2
37.0,HexCer,36:2;O2
37.0,PC,32:1
37.0,PC,32:0
37.0,PA,36:4
37.0,PA,36:2
37.0,PC_PE_PE,31:0_34:0_36:3
37.0,PA,38:5
37.0,PG,32:0
37.0,PE,36:1
37.0,PC,O-34:1
37.0,PE,36:0
37.0,HexCer,36:1;O2
37.0,PS,32:1
37.0,HexCer,38:2;O2
37.0,SM,35:1;O2
37.0,PC_PE,31:1_34:1
37.0,PE_PE,O-36:0_O-38:3
37.0,PC,O-32:0
37.0,PE,O-38:2
37.0,PC,34:1
37.0,PE,O-36:5
37.0,PC,34:0
37.0,PA,38:4
37.0,PE,O-36:3
37.0,SM,36:2;O2
37.0,PE,O-36:2
37.0,PE,O-36:1
37.0,PC_PE,35:1_38:1
37.0,PA,40:4
37.0,PE,O-38:7
37.0,PG,34:1
37.0,PG,35:0
37.0,PE,O-38:6
37.0,PG,34:0
37.0,PC_PE_PE,37:5_38:2_40:5
37.0,HexCer_PG,38:1;O2_36:1
37.0,PC,35:0
37.0,PE,38:7
37.0,PS,34:1
37.0,PS,36:4
37.0,PC_PE,37:1_40:1
37.0,PS,36:3
37.0,PG,37:5
37.0,PE,38:4
37.0,PG,37:2
37.0,PC,O-36:1
37.0,PG,37:1
37.0,SM,42:2;O2
37.0,PE,O-40:7
37.0,PG,36:1
37.0,PS,38:1
37.0,PG,38:5
37.0,PC_PE_PE,39:6_40:3_42:6
37.0,PG,38:4
37.0,PG,39:0
37.0,SM,41:2;O2
37.0,PC,36:3
37.0,PG,38:3
37.0,PC,36:2
37.0,HexCer,40:0;O2
37.0,PS,36:2
37.0,PC,36:1
37.0,PG_PG,38:1_40:4
37.0,SM,42:3;O2
37.0,PS,36:0
37.0,PC,38:5
37.0,PS,38:5
37.0,PG,39:5
37.0,PG,39:4
37.0,PC,38:7
37.0,PG,40:5
37.0,PC,38:4
37.0,PG,40:4
37.0,PC,38:2
37.0,PC,38:1
37.0,PE,42:6
37.0,PS,41:0
37.0,PS,40:2
37.0,PS,40:6
37.0,PI,34:1
37.0,PS,40:5
37.0,PC,40:4
37.0,HexCer,44:2;O2
37.0,PI,34:0
37.0,PS,42:9
37.0,PC,40:2
37.0,PS,41:1
37.0,PI,36:3
37.0,PS,42:6
37.0,PI,36:1
37.0,PI,36:0
37.0,PS,44:9
37.0,PI,38:7
37.0,PI,39:5
37.0,PS,44:10
37.0,PI,38:5
37.0,PI,38:4
37.0,PI,40:8
37.0,PI,40:7
37.0,PI,40:5
37.0,PI,42:8
37.0,Hex2Cer,40:1;O2
37.0,Hex2Cer,40:0;O2
38.0,HexCer,42:2;O2
38.0,HexCer,42:1;O2
38.0,HexCer,40:1;O2
38.0,PC,38:6
38.0,PA,34:1
38.0,SM,36:1;O2
38.0,HexCer,40:2;O2
38.0,PG,40:6
38.0,PC,40:6
38.0,HexCer,36:1:O2
38.0,PE,40:6
38.0,PG,36:0
38.0,HexCer,41:1;O2
38.0,PE,42:9
38.0,PE,38:6
38.0,PC,40:7
38.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
38.0,LPE,22:6
38.0,PA,36:1
38.0,PE,40:7
38.0,PG,37:4
38.0,Cer,42:2;O2
38.0,Cer,40:2;O2
38.0,LPE,22:4
38.0,PA,40:6
38.0,PC,34:2
38.0,PC,40:1
38.0,PS,36:1
38.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
38.0,SM,42:1;O2
38.0,PI,36:4
38.0,SM,38:1;O2
38.0,PC,42:1
38.0,SM,34:1;O2
38.0,PE,40:4
38.0,PA,38:3
38.0,PG,36:2
38.0,PC,30:0
38.0,TG,67:2
38.0,TG,72:9
38.0,LPA,18:1
38.0,LPC,O-16:2
38.0,LPC,16:0
38.0,LPC,O-16:0
38.0,LPC,O-18:2
38.0,LPE,18:1
38.0,LPS,16:0
38.0,LPE,18:0
38.0,LPC,O-18:0
38.0,LPE,20:0
38.0,LPC,18:1
38.0,LPG,20:1
38.0,LPC,18:0
38.0,LPE,22:1
38.0,LPC,20:4
38.0,LPC,20:1
38.0,Cer,36:1;O2
38.0,LPC,22:6
38.0,Cer,40:1;O2
38.0,Cer,41:2;O2
38.0,Cer,40:0;O2
38.0,DG,35:0
38.0,Cer,42:1;O2
38.0,PA,32:1
38.0,PA,32:0
38.0,SM,31:1;O2
38.0,PE,O-34:2
38.0,PC_PE,31:0_34:0
38.0,PA_PA,36:1_38:4
38.0,PE,32:2
38.0,HexCer,36:2;O2
38.0,PC,32:1
38.0,PC,32:0
38.0,PA,36:4
38.0,PA,36:2
38.0,PC_PE_PE,31:0_34:0_36:3
38.0,PA,38:5
38.0,PG,32:0
38.0,PE,36:1
38.0,PC,O-34:1
38.0,PE,36:0
38.0,HexCer,36:1;O2
38.0,PS,32:1
38.0,HexCer,38:2;O2
38.0,SM,35:1;O2
38.0,PC_PE,31:1_34:1
38.0,PE_PE,O-36:0_O-38:3
38.0,PC,O-32:0
38.0,PE,O-38:2
38.0,PC,34:1
38.0,PE,O-36:5
38.0,PC,34:0
38.0,PA,38:4
38.0,PE,O-36:3
38.0,SM,36:2;O2
38.0,PE,O-36:2
38.0,PE,O-36:1
38.0,PC_PE,35:1_38:1
38.0,PA,40:4
38.0,PE,O-38:7
38.0,PG,34:1
38.0,PG,35:0
38.0,PE,O-38:6
38.0,PG,34:0
38.0,PC_PE_PE,37:5_38:2_40:5
38.0,HexCer_PG,38:1;O2_36:1
38.0,PC,35:0
38.0,PE,38:7
38.0,PS,34:1
38.0,PS,36:4
38.0,PC_PE,37:1_40:1
38.0,PS,36:3
38.0,PG,37:5
38.0,PE,38:4
38.0,PG,37:2
38.0,PC,O-36:1
38.0,PG,37:1
38.0,SM,42:2;O2
38.0,PE,O-40:7
38.0,PG,36:1
38.0,PS,38:1
38.0,PG,38:5
38.0,PC_PE_PE,39:6_40:3_42:6
38.0,PG,38:4
38.0,PG,39:0
38.0,SM,41:2;O2
38.0,PC,36:3
38.0,PG,38:3
38.0,PC,36:2
38.0,HexCer,40:0;O2
38.0,PS,36:2
38.0,PC,36:1
38.0,PG_PG,38:1_40:4
38.0,SM,42:3;O2
38.0,PS,36:0
38.0,PC,38:5
38.0,PS,38:5
38.0,PG,39:5
38.0,PG,39:4
38.0,PC,38:7
38.0,PG,40:5
38.0,PC,38:4
38.0,PG,40:4
38.0,PC,38:2
38.0,PC,38:1
38.0,PE,42:6
38.0,PS,41:0
38.0,PS,40:2
38.0,PS,40:6
38.0,PI,34:1
38.0,PS,40:5
38.0,PC,40:4
38.0,HexCer,44:2;O2
38.0,PI,34:0
38.0,PS,42:9
38.0,PC,40:2
38.0,PS,41:1
38.0,PI,36:3
38.0,PS,42:6
38.0,PI,36:1
38.0,PI,36:0
38.0,PS,44:9
38.0,PI,38:7
38.0,PI,39:5
38.0,PS,44:10
38.0,PI,38:5
38.0,PI,38:4
38.0,PI,40:8
38.0,PI,40:7
38.0,PI,40:5
38.0,PI,42:8
38.0,Hex2Cer,40:1;O2
38.0,Hex2Cer,40:0;O2
39.0,HexCer,42:2;O2
39.0,HexCer,42:1;O2
39.0,HexCer,40:1;O2
39.0,PC,38:6
39.0,PA,34:1
39.0,SM,36:1;O2
39.0,HexCer,40:2;O2
39.0,PG,40:6
39.0,PC,40:6
39.0,HexCer,36:1:O2
39.0,PE,40:6
39.0,PG,36:0
39.0,HexCer,41:1;O2
39.0,PE,42:9
39.0,PE,38:6
39.0,PC,40:7
39.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
39.0,LPE,22:6
39.0,PA,36:1
39.0,PE,40:7
39.0,PG,37:4
39.0,Cer,42:2;O2
39.0,Cer,40:2;O2
39.0,LPE,22:4
39.0,PA,40:6
39.0,PC,34:2
39.0,PC,40:1
39.0,PS,36:1
39.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
39.0,SM,42:1;O2
39.0,PI,36:4
39.0,SM,38:1;O2
39.0,PC,42:1
39.0,SM,34:1;O2
39.0,PE,40:4
39.0,PA,38:3
39.0,PG,36:2
39.0,PC,30:0
39.0,TG,67:2
39.0,TG,72:9
39.0,LPA,18:1
39.0,LPC,O-16:2
39.0,LPC,16:0
39.0,LPC,O-16:0
39.0,LPC,O-18:2
39.0,LPE,18:1
39.0,LPS,16:0
39.0,LPE,18:0
39.0,LPC,O-18:0
39.0,LPE,20:0
39.0,LPC,18:1
39.0,LPG,20:1
39.0,LPC,18:0
39.0,LPE,22:1
39.0,LPC,20:4
39.0,LPC,20:1
39.0,Cer,36:1;O2
39.0,LPC,22:6
39.0,Cer,40:1;O2
39.0,Cer,41:2;O2
39.0,Cer,40:0;O2
39.0,DG,35:0
39.0,Cer,42:1;O2
39.0,PA,32:1
39.0,PA,32:0
39.0,SM,31:1;O2
39.0,PE,O-34:2
39.0,PC_PE,31:0_34:0
39.0,PA_PA,36:1_38:4
39.0,PE,32:2
39.0,HexCer,36:2;O2
39.0,PC,32:1
39.0,PC,32:0
39.0,PA,36:4
39.0,PA,36:2
39.0,PC_PE_PE,31:0_34:0_36:3
39.0,PA,38:5
39.0,PG,32:0
39.0,PE,36:1
39.0,PC,O-34:1
39.0,PE,36:0
39.0,HexCer,36:1;O2
39.0,PS,32:1
39.0,HexCer,38:2;O2
39.0,SM,35:1;O2
39.0,PC_PE,31:1_34:1
39.0,PE_PE,O-36:0_O-38:3
39.0,PC,O-32:0
39.0,PE,O-38:2
39.0,PC,34:1
39.0,PE,O-36:5
39.0,PC,34:0
39.0,PA,38:4
39.0,PE,O-36:3
39.0,SM,36:2;O2
39.0,PE,O-36:2
39.0,PE,O-36:1
39.0,PC_PE,35:1_38:1
39.0,PA,40:4
39.0,PE,O-38:7
39.0,PG,34:1
39.0,PG,35:0
39.0,PE,O-38:6
39.0,PG,34:0
39.0,PC_PE_PE,37:5_38:2_40:5
39.0,HexCer_PG,38:1;O2_36:1
39.0,PC,35:0
39.0,PE,38:7
39.0,PS,34:1
39.0,PS,36:4
39.0,PC_PE,37:1_40:1
39.0,PS,36:3
39.0,PG,37:5
39.0,PE,38:4
39.0,PG,37:2
39.0,PC,O-36:1
39.0,PG,37:1
39.0,SM,42:2;O2
39.0,PE,O-40:7
39.0,PG,36:1
39.0,PS,38:1
39.0,PG,38:5
39.0,PC_PE_PE,39:6_40:3_42:6
39.0,PG,38:4
39.0,PG,39:0
39.0,SM,41:2;O2
39.0,PC,36:3
39.0,PG,38:3
39.0,PC,36:2
39.0,HexCer,40:0;O2
39.0,PS,36:2
39.0,PC,36:1
39.0,PG_PG,38:1_40:4
39.0,SM,42:3;O2
39.0,PS,36:0
39.0,PC,38:5
39.0,PS,38:5
39.0,PG,39:5
39.0,PG,39:4
39.0,PC,38:7
39.0,PG,40:5
39.0,PC,38:4
39.0,PG,40:4
39.0,PC,38:2
39.0,PC,38:1
39.0,PE,42:6
39.0,PS,41:0
39.0,PS,40:2
39.0,PS,40:6
39.0,PI,34:1
39.0,PS,40:5
39.0,PC,40:4
39.0,HexCer,44:2;O2
39.0,PI,34:0
39.0,PS,42:9
39.0,PC,40:2
39.0,PS,41:1
39.0,PI,36:3
39.0,PS,42:6
39.0,PI,36:1
39.0,PI,36:0
39.0,PS,44:9
39.0,PI,38:7
39.0,PI,39:5
39.0,PS,44:10
39.0,PI,38:5
39.0,PI,38:4
39.0,PI,40:8
39.0,PI,40:7
39.0,PI,40:5
39.0,PI,42:8
39.0,Hex2Cer,40:1;O2
39.0,Hex2Cer,40:0;O2
40.0,HexCer,42:2;O2
40.0,HexCer,42:1;O2
40.0,HexCer,40:1;O2
40.0,PC,38:6
40.0,PA,34:1
40.0,SM,36:1;O2
40.0,HexCer,40:2;O2
40.0,PG,40:6
40.0,PC,40:6
40.0,HexCer,36:1:O2
40.0,PE,40:6
40.0,PG,36:0
40.0,HexCer,41:1;O2
40.0,PE,42:9
40.0,PE,38:6
40.0,PC,40:7
40.0,PC_PC_PE_PE,34:1_36:4_37:1_39:4
40.0,LPE,22:6
40.0,PA,36:1
40.0,PE,40:7
40.0,PG,37:4
40.0,Cer,42:2;O2
40.0,Cer,40:2;O2
40.0,LPE,22:4
40.0,PA,40:6
40.0,PC,34:2
40.0,PC,40:1
40.0,PS,36:1
40.0,PC_PC_PE_PE,35:1_O-38:7_38:1_O-41:7
40.0,SM,42:1;O2
40.0,PI,36:4
40.0,SM,38:1;O2
40.0,PC,42:1
40.0,SM,34:1;O2
40.0,PE,40:4
40.0,PA,38:3
40.0,PG,36:2
40.0,PC,30:0
40.0,TG,67:2
40.0,TG,72:9
40.0,LPA,18:1
40.0,LPC,O-16:2
40.0,LPC,16:0
40.0,LPC,O-16:0
40.0,LPC,O-18:2
40.0,LPE,18:1
40.0,LPS,16:0
40.0,LPE,18:0
40.0,LPC,O-18:0
40.0,LPE,20:0
40.0,LPC,18:1
40.0,LPG,20:1
40.0,LPC,18:0
40.0,LPE,22:1
40.0,LPC,20:4
40.0,LPC,20:1
40.0,Cer,36:1;O2
40.0,LPC,22:6
40.0,Cer,40:1;O2
40.0,Cer,41:2;O2
40.0,Cer,40:0;O2
40.0,DG,35:0
40.0,Cer,42:1;O2
40.0,PA,32:1
40.0,PA,32:0
40.0,SM,31:1;O2
40.0,PE,O-34:2
40.0,PC_PE,31:0_34:0
40.0,PA_PA,36:1_38:4
40.0,PE,32:2
40.0,HexCer,36:2;O2
40.0,PC,32:1
40.0,PC,32:0
40.0,PA,36:4
